"","institution","collection","recordsets","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","contact","contact_role","contact_email","taxonomic_coverage","geographic_range","collection_size","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","update_url","lat","lon"
"1090","University of Georgia, Georgia Museum of Natural History","Zooarchaeology Laboratory","","GMNH","ZA","urn:uuid:46a7f96f-ac00-44a2-ada0-688eb2dca4a6","NA","http://museum.nhm.uga.edu/index.php?page=content/researchcollections/collections#zooarchaeology","NA","Elizabeth Reitz","curator","ereitz@uga.edu","Fishes of coastal Georgia, Florida, and Alabama","Southeastern United States",5000,"101 Cedar Street, University of Georgia, Natural History Building","Athens","Georgia","30602","101 Cedar Street","Athens","Georgia","30602","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:46a7f96f-ac00-44a2-ada0-688eb2dca4a6&entry.326174790=University of Georgia, Georgia Museum of Natural History&entry.2031121141=Zooarchaeology Laboratory&entry.4068754=GMNH&entry.1582913154=ZA&entry.1336841557=http://museum.nhm.uga.edu/index.php?page=content/researchcollections/collections%23zooarchaeology&entry.103879345=NA&entry.107456176=Southeastern United States&entry.879476273=Fishes of coastal Georgia, Florida, and Alabama&entry.417603227=5000&entry.1321049572=Elizabeth Reitz&entry.1687847097=curator&entry.1086198428=ereitz@uga.edu&entry.246950189=101 Cedar Street, University of Georgia, Natural History Building&entry.1584255348=Athens&entry.1966582743=Georgia&entry.256217142=30602&entry.447546773=101 Cedar Street&entry.1565624766=Athens&entry.1920508789=Georgia&entry.1022645685=30602",33.94533,-83.371087
"1091","University of Georgia, Georgia Museum of Natural History","MAIN","","","","urn:uuid:b6730525-a7aa-4a3f-a807-7805aa04942c","NA","http://museum.nhm.uga.edu/","NA","Bud H. Freeman","Director","bud@hemip.nhm.uga.edu","","",NA,"Natural History Building, University of Georgia","Athens","Georgia","30602-7882","101 Cedar Street, Natural History Building, University of Georgia","Athens","Georgia","30602-7882","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:b6730525-a7aa-4a3f-a807-7805aa04942c&entry.326174790=University of Georgia, Georgia Museum of Natural History&entry.2031121141=MAIN&entry.4068754=&entry.1582913154=&entry.1336841557=http://museum.nhm.uga.edu/&entry.103879345=NA&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Bud H. Freeman&entry.1687847097=Director&entry.1086198428=bud@hemip.nhm.uga.edu&entry.246950189=Natural History Building, University of Georgia&entry.1584255348=Athens&entry.1966582743=Georgia&entry.256217142=30602-7882&entry.447546773=101 Cedar Street, Natural History Building, University of Georgia&entry.1565624766=Athens&entry.1920508789=Georgia&entry.1022645685=30602-7882",33.94533,-83.371087
"1092","University of Great Falls","Herbarium","","GFC<IH>","","urn:uuid:69cdab03-f796-428c-a88f-ac9ccd6fa5d3","urn:lsid:biocol.org:col:14979","","","Won S. Hong","","","","",NA,"Biology Department","Great Falls","Montana","59405-4996","1301 20th Street South.","Great Falls","Montana","59405-4996","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:69cdab03-f796-428c-a88f-ac9ccd6fa5d3&entry.326174790=University of Great Falls&entry.2031121141=Herbarium&entry.4068754=GFC<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Won S. Hong&entry.1687847097=&entry.1086198428=&entry.246950189=Biology Department&entry.1584255348=Great Falls&entry.1966582743=Montana&entry.256217142=59405-4996&entry.447546773=1301 20th Street South.&entry.1565624766=Great Falls&entry.1920508789=Montana&entry.1022645685=59405-4996",47.493082,-111.273053
"1093","University of Guam Marine Laboratory","Collection of Fishes","to be submitted","","UG","urn:uuid:02a3e8ae-6c29-11e5-bdab-180373b97bac","","","","Dr. Terry J. Donaldson","Curator","tdonaldson@triton.uog.edu","Coral reef fishes. Collection is currently being rebuild to include existing marine and freshwater specimens, Bar Code of Fishes voucher specimens, and new specimens including pelagic and midwater species.

Web sites to be developed soon.","Western Indo-Pacific",NA,"University of Guam Marine Laboratory, UOG Station","Mangilao","Guam USA","96923","c/o 303 University Drive","Mangilao","Guam USA","96923","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:02a3e8ae-6c29-11e5-bdab-180373b97bac&entry.326174790=University of Guam Marine Laboratory&entry.2031121141=Collection of Fishes&entry.4068754=&entry.1582913154=UG&entry.1336841557=&entry.103879345=&entry.107456176=Western Indo-Pacific&entry.879476273=Coral reef fishes. Collection is currently being rebuild to include existing marine and freshwater specimens, Bar Code of Fishes voucher specimens, and new specimens including pelagic and midwater species.

Web sites to be developed soon.&entry.417603227=to be determined&entry.1321049572=Dr. Terry J. Donaldson&entry.1687847097=Curator&entry.1086198428=tdonaldson@triton.uog.edu&entry.246950189=University of Guam Marine Laboratory, UOG Station&entry.1584255348=Mangilao&entry.1966582743=Guam USA&entry.256217142=96923&entry.447546773=c/o 303 University Drive&entry.1565624766=Mangilao&entry.1920508789=Guam USA&entry.1022645685=96923",NA,NA
"1094","University of Hawaii at Manoa","MAIN","","UHM","","urn:uuid:37b83ad7-11ec-48a2-866f-2ff1285a22d4","","http://www.manoa.hawaii.edu","","UH Manoa","","","","",NA,"2444 Dole St, Honolulu, HI","Honolulu","Hawaii","96822","2444 Dole St, Honolulu, HI","Honolulu","Hawaii","96822","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:37b83ad7-11ec-48a2-866f-2ff1285a22d4&entry.326174790=University of Hawaii at Manoa&entry.2031121141=MAIN&entry.4068754=UHM&entry.1582913154=&entry.1336841557=http://www.manoa.hawaii.edu&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=UH Manoa&entry.1687847097=&entry.1086198428=&entry.246950189=2444 Dole St, Honolulu, HI&entry.1584255348=Honolulu&entry.1966582743=Hawaii&entry.256217142=96822&entry.447546773=2444 Dole St, Honolulu, HI&entry.1565624766=Honolulu&entry.1920508789=Hawaii&entry.1022645685=96822",21.296858,-157.820393
"1095","University of Hawaii at Manoa","Department of Botany, Hawaiian Algal Biodiversity Laboratory","","","","urn:uuid:fefa9f88-5b44-44df-8462-2e0ac7472c4d","http://grbio.org/cool/p6z3-1xtj","https://sites.google.com/site/sherwoodlabwebsite/","http://algae.manoa.hawaii.edu","Alison Sherwood","Curator","asherwoo@hawaii.edu","Focus on red algae, with some green and brown seaweeds","The Hawaiian Islands",3000,"3190 Maile Way, St. John Plant Science Laboratory, room 612, University of Hawai'i at Manoa","Honolulu","Hawaii","96822","3190 Maile Way, St. John Plant Science Laboratory, room 612, University of Hawai'i at Manoa","Honolulu","Hawaii","96822","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:fefa9f88-5b44-44df-8462-2e0ac7472c4d&entry.326174790=University of Hawaii at Manoa&entry.2031121141=Department of Botany, Hawaiian Algal Biodiversity Laboratory&entry.4068754=&entry.1582913154=&entry.1336841557=https://sites.google.com/site/sherwoodlabwebsite/&entry.103879345=http://algae.manoa.hawaii.edu&entry.107456176=The Hawaiian Islands&entry.879476273=Focus on red algae, with some green and brown seaweeds&entry.417603227=3000&entry.1321049572=Alison Sherwood&entry.1687847097=Curator&entry.1086198428=asherwoo@hawaii.edu&entry.246950189=3190 Maile Way, St. John Plant Science Laboratory, room 612, University of Hawai'i at Manoa&entry.1584255348=Honolulu&entry.1966582743=Hawaii&entry.256217142=96822&entry.447546773=3190 Maile Way, St. John Plant Science Laboratory, room 612, University of Hawai'i at Manoa&entry.1565624766=Honolulu&entry.1920508789=Hawaii&entry.1022645685=96822",21.307437,-157.81658
"1096","University of Hawaii at Manoa","Fish","","UHM","","urn:uuid:7c5cebff-ac26-4f51-af69-cd137f65800c","","","","Kathleen Cole","Director and Collections Manager","colek@hawaii.edu","","",NA,"Department of Zoology","Honolulu","Hawaii","96822","Department of Zoology","Honolulu","Hawaii","96822","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:7c5cebff-ac26-4f51-af69-cd137f65800c&entry.326174790=University of Hawaii at Manoa&entry.2031121141=Fish&entry.4068754=UHM&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Kathleen Cole&entry.1687847097=Director and Collections Manager&entry.1086198428=colek@hawaii.edu&entry.246950189=Department of Zoology&entry.1584255348=Honolulu&entry.1966582743=Hawaii&entry.256217142=96822&entry.447546773=Department of Zoology&entry.1565624766=Honolulu&entry.1920508789=Hawaii&entry.1022645685=96822",21.32021,-157.810758
"1097","University of Hawaii at Manoa","Insect","cf42855e-a54a-4488-a79e-beac086ba1d4","UHM","","urn:uuid:61c0a894-dcbf-11e4-ae1c-002315492bbc","","","","Daniel Rubinoff","Director of the UH Insect Museum","rubinoff@hawaii.edu","","",NA,"Department of Plant and Environmental Protection Sciences","Honolulu","Hawaii","96822","Department of Plant and Environmental Protection Sciences","Honolulu","Hawaii","96822","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:61c0a894-dcbf-11e4-ae1c-002315492bbc&entry.326174790=University of Hawaii at Manoa&entry.2031121141=Insect&entry.4068754=UHM&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Daniel Rubinoff&entry.1687847097=Director of the UH Insect Museum&entry.1086198428=rubinoff@hawaii.edu&entry.246950189=Department of Plant and Environmental Protection Sciences&entry.1584255348=Honolulu&entry.1966582743=Hawaii&entry.256217142=96822&entry.447546773=Department of Plant and Environmental Protection Sciences&entry.1565624766=Honolulu&entry.1920508789=Hawaii&entry.1022645685=96822",21.32021,-157.810758
"1098","University of Hawaii at Manoa","Marine Shells","","UHM","","urn:uuid:f6c4dce6-feb0-4499-8533-3428f58eb20a","","","","Jo Lynn Guinness","Archaeology Laboratory Manager","gunness@hawaii.edu","","",NA,"Anthropology Department, Archaeology Program","Honolulu","Hawaii","96822","Anthropology Department, Archaeology Program","Honolulu","Hawaii","96822","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:f6c4dce6-feb0-4499-8533-3428f58eb20a&entry.326174790=University of Hawaii at Manoa&entry.2031121141=Marine Shells&entry.4068754=UHM&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Jo Lynn Guinness&entry.1687847097=Archaeology Laboratory Manager&entry.1086198428=gunness@hawaii.edu&entry.246950189=Anthropology Department, Archaeology Program&entry.1584255348=Honolulu&entry.1966582743=Hawaii&entry.256217142=96822&entry.447546773=Anthropology Department, Archaeology Program&entry.1565624766=Honolulu&entry.1920508789=Hawaii&entry.1022645685=96822",21.32021,-157.810758
"1099","University of Hawaii, Joseph F. Rock Herbarium","Herbarium","2e3058eb-adbb-4952-8c67-edfc365b9a45, 959c0dc4-fcf3-477e-af63-c00a005dbc0a","HAW","","urn:uuid:dc29453c-a158-4818-a55a-e0306324daae","NA","http://www.herbarium.hawaii.edu/","http://www.herbarium.hawaii.edu","Michael B. Thomas","Collection Manager","mbthomas@hawaii.edu","vascular plants, Hawaiian Islands","Global, Hawaiian Islands, Pacific Islands",60000,"Room 401 – St John Plant Science Laboratory, 3190 Maile Way","Honolulu","Hawaii","96822","Room 401 – St John Plant Science Laboratory, 3190 Maile Way","Honolulu","Hawaii","96822","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:dc29453c-a158-4818-a55a-e0306324daae&entry.326174790=University of Hawaii, Joseph F. Rock Herbarium&entry.2031121141=Herbarium&entry.4068754=HAW&entry.1582913154=&entry.1336841557=http://www.herbarium.hawaii.edu/&entry.103879345=http://www.herbarium.hawaii.edu&entry.107456176=Global, Hawaiian Islands, Pacific Islands&entry.879476273=vascular plants, Hawaiian Islands&entry.417603227=60000&entry.1321049572=Michael B. Thomas&entry.1687847097=Collection Manager&entry.1086198428=mbthomas@hawaii.edu&entry.246950189=Room 401 – St John Plant Science Laboratory, 3190 Maile Way&entry.1584255348=Honolulu&entry.1966582743=Hawaii&entry.256217142=96822&entry.447546773=Room 401 – St John Plant Science Laboratory, 3190 Maile Way&entry.1565624766=Honolulu&entry.1920508789=Hawaii&entry.1022645685=96822",NA,NA
"1100","University of Idaho, Stillinger Herbarium","Herbarium","","ID<IH>","","urn:uuid:5eab4e32-0d15-4611-a73f-dd3468d09fa5","urn:lsid:biocol.org:col:15674","http://www.uidaho.edu/herbarium.aspx","","David Tank","Director","dtank@uidaho.edu","","",NA,"College of Natural Resources, P. O. Box 441130","Moscow","Idaho","83844-1130","College of Natural Resources, P. O. Box 441130","Moscow","Idaho","83844-1130","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:5eab4e32-0d15-4611-a73f-dd3468d09fa5&entry.326174790=University of Idaho, Stillinger Herbarium&entry.2031121141=Herbarium&entry.4068754=ID<IH>&entry.1582913154=&entry.1336841557=http://www.uidaho.edu/herbarium.aspx&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=David Tank&entry.1687847097=Director&entry.1086198428=dtank@uidaho.edu&entry.246950189=College of Natural Resources, P. O. Box 441130&entry.1584255348=Moscow&entry.1966582743=Idaho&entry.256217142=83844-1130&entry.447546773=College of Natural Resources, P. O. Box 441130&entry.1565624766=Moscow&entry.1920508789=Idaho&entry.1022645685=83844-1130",46.730066,-117.014806
"1101","University of Illinois, Illinois Natural History Survey","Insect collections","dde625e8-cc2a-4877-9ec4-0b8a20dfded9","INHS","IC","urn:uuid:adc89d3d-9aae-4175-904e-78b79571be54","http://grbio.org/cool/6fqq-t4za","http://wwx.inhs.illinois.edu/collections/insect","http://inhsinsectcollection.speciesfile.org/InsectCollection.aspx","Chris Grinter","collection manager","cgrinter@illinois.edu","Coleoptera, Collembola, Diptera, Hemiptera (Auchenorrhyncha), Hymenoptera (Apoidea), Lepidoptera, Plecoptera, Psocodea (Psocoptera + Phthiraptera), Thysanoptera and Trichoptera.","Specimen holdings emphasize the upper midwestern USA but are global in scope for certain groups.",7000000,"1816 South Oak Street, MC 652","Champaign","Illinois","61820","1816 South Oak Street, MC 652","Champaign","Illinois","61820","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:adc89d3d-9aae-4175-904e-78b79571be54&entry.326174790=University of Illinois, Illinois Natural History Survey&entry.2031121141=Insect collections&entry.4068754=INHS&entry.1582913154=IC&entry.1336841557=http://wwx.inhs.illinois.edu/collections/insect&entry.103879345=http://inhsinsectcollection.speciesfile.org/InsectCollection.aspx&entry.107456176=Specimen holdings emphasize the upper midwestern USA but are global in scope for certain groups.&entry.879476273=Coleoptera, Collembola, Diptera, Hemiptera (Auchenorrhyncha), Hymenoptera (Apoidea), Lepidoptera, Plecoptera, Psocodea (Psocoptera + Phthiraptera), Thysanoptera and Trichoptera.&entry.417603227=7000000&entry.1321049572=Chris Grinter&entry.1687847097=collection manager&entry.1086198428=cgrinter@illinois.edu&entry.246950189=1816 South Oak Street, MC 652&entry.1584255348=Champaign&entry.1966582743=Illinois&entry.256217142=61820&entry.447546773=1816 South Oak Street, MC 652&entry.1565624766=Champaign&entry.1920508789=Illinois&entry.1022645685=61820",40.131955,-88.233186
"1102","University of Illinois, Illinois Natural History Survey","Fish collections","45544aa4-8762-4bf0-bfc6-890d08dc6ead","INHS","","urn:uuid:bc97581a-3c6c-4e7d-86ed-0a070f45a0f7","http://grbio.org/cool/h271-vaay","http://wwx.inhs.illinois.edu/collections/fish","","Chris Taylor","Curator","cataylor@illinois.edu","","",NA,"1816 South Oak Street, MC 652","Champaign","Illinois","61820","1816 South Oak Street, MC 652","Champaign","Illinois","61820","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:bc97581a-3c6c-4e7d-86ed-0a070f45a0f7&entry.326174790=University of Illinois, Illinois Natural History Survey&entry.2031121141=Fish collections&entry.4068754=INHS&entry.1582913154=&entry.1336841557=http://wwx.inhs.illinois.edu/collections/fish&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Chris Taylor&entry.1687847097=Curator&entry.1086198428=cataylor@illinois.edu&entry.246950189=1816 South Oak Street, MC 652&entry.1584255348=Champaign&entry.1966582743=Illinois&entry.256217142=61820&entry.447546773=1816 South Oak Street, MC 652&entry.1565624766=Champaign&entry.1920508789=Illinois&entry.1022645685=61820",40.131955,-88.233186
"1103","University of Illinois, Illinois Natural History Survey","Amphibian and Reptile Collection","be34dbd9-5d54-4837-9f49-ff423eb18e8b","INHS","none","urn:uuid:d4f189db-cf37-4463-8067-929528e46980","http://grbio.org/cool/yh6m-d6kw","http://wwx.inhs.illinois.edu/collections/herps","","Chris A. Phillips","Curator","caphilli@illinois.edu","","",NA,"1816 South Oak Street, MC 652","Champaign","Illinois","61820","607 E. Peabody Dr","Champaign","Illinois","61820","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:d4f189db-cf37-4463-8067-929528e46980&entry.326174790=University of Illinois, Illinois Natural History Survey&entry.2031121141=Amphibian and Reptile Collection&entry.4068754=INHS&entry.1582913154=none&entry.1336841557=http://wwx.inhs.illinois.edu/collections/herps&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Chris A. Phillips&entry.1687847097=Curator&entry.1086198428=caphilli@illinois.edu&entry.246950189=1816 South Oak Street, MC 652&entry.1584255348=Champaign&entry.1966582743=Illinois&entry.256217142=61820&entry.447546773=607 E. Peabody Dr&entry.1565624766=Champaign&entry.1920508789=Illinois&entry.1022645685=61820",40.101459,-88.234434
"1104","University of Illinois, Illinois Natural History Survey","Mollusk Collection","97164605-d4b1-4b74-8cba-fddf834137e0","INHS","","urn:uuid:37b30112-830b-4a6d-9547-f25ffd77b462","http://grbio.org/cool/asd7-5g2f","http://wwx.inhs.illinois.edu/collections/mollusk","http://ellipse.inhs.uiuc.edu:591/INHSCollections/mollsearch.html","Kevin S. Cummings","Curator","ksc@inhs.uiuc.edu","","",NA,"1816 South Oak Street, MC 652","Champaign","Illinois","61820","1816 South Oak Street, MC 652","Champaign","Illinois","61820","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:37b30112-830b-4a6d-9547-f25ffd77b462&entry.326174790=University of Illinois, Illinois Natural History Survey&entry.2031121141=Mollusk Collection&entry.4068754=INHS&entry.1582913154=&entry.1336841557=http://wwx.inhs.illinois.edu/collections/mollusk&entry.103879345=http://ellipse.inhs.uiuc.edu:591/INHSCollections/mollsearch.html&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Kevin S. Cummings&entry.1687847097=Curator&entry.1086198428=ksc@inhs.uiuc.edu&entry.246950189=1816 South Oak Street, MC 652&entry.1584255348=Champaign&entry.1966582743=Illinois&entry.256217142=61820&entry.447546773=1816 South Oak Street, MC 652&entry.1565624766=Champaign&entry.1920508789=Illinois&entry.1022645685=61820",40.131955,-88.233186
"1105","University of Illinois, Illinois Natural History Survey","Bird Collections","","INHS","","urn:uuid:25e76ea0-b60a-4749-8386-804f19614030","NA","http://wwx.inhs.illinois.edu/collections/birds/","","Kevin P Johnson","Curator","kjohnson@inhs.illinois.edu","","",NA,"1816 South Oak Street, MC 652","Champaign","Illinois","61820","1816 South Oak Street, MC 652","Champaign","Illinois","61820","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:25e76ea0-b60a-4749-8386-804f19614030&entry.326174790=University of Illinois, Illinois Natural History Survey&entry.2031121141=Bird Collections&entry.4068754=INHS&entry.1582913154=&entry.1336841557=http://wwx.inhs.illinois.edu/collections/birds/&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Kevin P Johnson&entry.1687847097=Curator&entry.1086198428=kjohnson@inhs.illinois.edu&entry.246950189=1816 South Oak Street, MC 652&entry.1584255348=Champaign&entry.1966582743=Illinois&entry.256217142=61820&entry.447546773=1816 South Oak Street, MC 652&entry.1565624766=Champaign&entry.1920508789=Illinois&entry.1022645685=61820",40.131955,-88.233186
"1106","University of Illinois, Illinois Natural History Survey","Herbarium","f4214a7a-6793-48e0-ac41-9baff83096d3, 62f951c1-b6a8-430c-8652-5691f079152c","ILLS","","urn:uuid:eb764b8b-e8e9-4541-a2e8-8bbef09fcc12","http://grbio.org/cool/73j9-ncg5","http://wwx.inhs.illinois.edu/collections/plants","","Jamie Minnaert-Grote","Collection Manager","minnaert@illinois.edu","","80% of the ILLS collection is from within Illinois with a significant number of Threatened and Endangered species. ILLS also holds a sizable number of specimens collected from the Great Smokey Mountains National Park (GSMNP), Kyrgyzstan, and China.",250000,"1816 South Oak Street, MC 652","Champaign","Illinois","61820","1816 South Oak Street, MC 652","Champaign","Illinois","61820","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:eb764b8b-e8e9-4541-a2e8-8bbef09fcc12&entry.326174790=University of Illinois, Illinois Natural History Survey&entry.2031121141=Herbarium&entry.4068754=ILLS&entry.1582913154=&entry.1336841557=http://wwx.inhs.illinois.edu/collections/plants&entry.103879345=&entry.107456176=80% of the ILLS collection is from within Illinois with a significant number of Threatened and Endangered species. ILLS also holds a sizable number of specimens collected from the Great Smokey Mountains National Park (GSMNP), Kyrgyzstan, and China. &entry.879476273=&entry.417603227=250000&entry.1321049572=Jamie Minnaert-Grote&entry.1687847097=Collection Manager&entry.1086198428=minnaert@illinois.edu&entry.246950189=1816 South Oak Street, MC 652&entry.1584255348=Champaign&entry.1966582743=Illinois&entry.256217142=61820&entry.447546773=1816 South Oak Street, MC 652&entry.1565624766=Champaign&entry.1920508789=Illinois&entry.1022645685=61820",40.131955,-88.233186
"1107","University of Illinois, Illinois Natural History Survey","Fungarium","ef637c01-c551-4d47-8a48-4442b8ad5ecd, e0e37702-32af-405b-b652-ee54b5bb94e2","ILLS (fungi)","","urn:uuid:160908b4-3765-4594-bbae-ed5d5d9300c1","http://grbio.org/cool/q9gv-7xxg","http://wwx.inhs.illinois.edu/collections/fungi","","Andrew Miller","Curator","amiller7@illinois.edu","","",75000,"1816 South Oak Street, MC 652","Champaign","Illinois","61820","1816 South Oak Street, MC 652","Champaign","Illinois","61820","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:160908b4-3765-4594-bbae-ed5d5d9300c1&entry.326174790=University of Illinois, Illinois Natural History Survey&entry.2031121141=Fungarium&entry.4068754=ILLS (fungi)&entry.1582913154=&entry.1336841557=http://wwx.inhs.illinois.edu/collections/fungi&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=75000&entry.1321049572=Andrew Miller&entry.1687847097=Curator&entry.1086198428=amiller7@illinois.edu&entry.246950189=1816 South Oak Street, MC 652&entry.1584255348=Champaign&entry.1966582743=Illinois&entry.256217142=61820&entry.447546773=1816 South Oak Street, MC 652&entry.1565624766=Champaign&entry.1920508789=Illinois&entry.1022645685=61820",40.131955,-88.233186
"1108","University of Illinois, Illinois Natural History Survey","Crustacean Collection","c50755ff-ca6d-4903-8e39-8b0e236c324f","INHS","","urn:uuid:39d11e8f-0fd7-43c5-9f3d-574f3e63b0d1","NA","http://wwx.inhs.illinois.edu/collections/crustaceans","","Chris Taylor","Curator","cataylor@illinois.edu","","",NA,"1816 South Oak Street, MC 652","Champaign","Illinois","61820","1816 South Oak Street, MC 652","Champaign","Illinois","61820","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:39d11e8f-0fd7-43c5-9f3d-574f3e63b0d1&entry.326174790=University of Illinois, Illinois Natural History Survey&entry.2031121141=Crustacean Collection&entry.4068754=INHS&entry.1582913154=&entry.1336841557=http://wwx.inhs.illinois.edu/collections/crustaceans&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Chris Taylor&entry.1687847097=Curator&entry.1086198428=cataylor@illinois.edu&entry.246950189=1816 South Oak Street, MC 652&entry.1584255348=Champaign&entry.1966582743=Illinois&entry.256217142=61820&entry.447546773=1816 South Oak Street, MC 652&entry.1565624766=Champaign&entry.1920508789=Illinois&entry.1022645685=61820",40.131955,-88.233186
"1109","University of Notre Dame","Herbarium","","ND<IH>","","urn:uuid:563f82cf-08c3-4485-9a8d-072f4b617bd2","urn:lsid:biocol.org:col:15197","","","Barbara J. Hellenthal","","","","",NA,"Department of Biological Sciences, 157 Jordan Hall","Notre Dame","Indiana","46556-0369","","Notre Dame","Indiana","46556-0369","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:563f82cf-08c3-4485-9a8d-072f4b617bd2&entry.326174790=University of Notre Dame&entry.2031121141=Herbarium&entry.4068754=ND<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Barbara J. Hellenthal&entry.1687847097=&entry.1086198428=&entry.246950189=Department of Biological Sciences, 157 Jordan Hall&entry.1584255348=Notre Dame&entry.1966582743=Indiana&entry.256217142=46556-0369&entry.447546773=&entry.1565624766=Notre Dame&entry.1920508789=Indiana&entry.1022645685=46556-0369",41.707119,-86.251339
